Gene	TH03_0146_S01	TH34_1452_S01	TH34_1240_S01	TH03_0288_S01	TH38_1437_S03	TH03_0013_S01	TH03_0013_S02	TH34_1445_S02	TH03_0290_S01	TH38_1425_S02	TH03_0006_S03	TH03_0006_S01	TH03_0118_S01	TH03_0025_S02	TH34_1352_S01	TH38_1346_S02	TH34_1381_S01	TH03_0008_S01	TH03_0018_S02	TH03_0018_S01	TH34_1149_S01	TH34_1149_S02	TH03_0012_S01	TH03_0012_S02	TH03_0010_S02	TH03_0010_S01	TH34_1239_S01	TH03_0148_S01	TH03_0160_S01	TH03_0159_S02	TH03_0159_S01	TH03_0024_S01	TH34_1446_S01	TH03_0117_S01	TH38_1423_S02	TH38_1437_S04	TH03_0294_S02	TH03_0285_S01	TH34_1380_S02	TH34_1380_S01	TH03_0287_S01	TH34_1238_S01	TH03_0291_S01	TH03_0140_S01	TH03_0011_S01	TH03_0029_S01	TH34_1447_S02	TH34_1447_S01	TH34_1412_S01	TH03_0104_S01	TH03_0141_S01	TH38_1428_S02	TH03_0116_S01	TH03_0019_S01	TH34_1163_S01	TH03_0286_S01	TH03_0115_S01	TH34_1399_S01	TH03_0103_S01	TH03_0149_S01	TH34_1350_S01	TH03_0017_S01	TH03_0017_S02	TH34_1179_S01	TH03_0003_S03	TH03_0003_S01	TH03_0003_S04	TH34_1379_S01	TH38_1457_S02	TH34_1150_S02	TH34_1150_S01	TH03_0027_S04	TH03_0027_S01	TH03_0027_S03	TH03_0020_S01	TH03_0289_S01	TH03_0113_S01	TH03_0113_S02	TH03_0156_S01	TH03_0016_S01	TH03_0105_S01	TH34_1351_S01	TH38_1311_S02	TH03_0015_S02	TH03_0015_S01	TH03_0114_S01	TH03_0157_S01	TH03_0022_S01	TH03_0005_S01	TH38_1416_S02	TH03_0038_S01	TH34_1349_S02	TH34_1349_S01	TH03_0004_S03	TH03_0004_S02	TH03_0004_S04	TH34_1456_S02	TH34_1415_S01	TH34_1162_S01	TH34_1455_S01	TH03_0106_S01	TH03_0143_S02	TH03_0143_S01	TH38_1417_S02	TH03_0296_S04	TH03_0296_S05	TH03_0296_S02	TH03_0296_S03	TH03_0296_S01	TH03_0107_S01	TH03_0112_S01	TH03_0112_S02	TH34_1414_S01	TH03_0014_S01	TH34_1444_S01	TH03_0139_S01	TH03_0144_S01
A1CF	0	0.0840642647885	0.0285691521968	0.0703893278914	0.0143552929771	0	0	0	0	0	0	0	0.0703893278914	0.0565835283664	0.0143552929771	0	0	0	0	0	0	0.0143552929771	0.0703893278914	0	0.0285691521968	0.0285691521968	0	0	0	0	0	0	0.0285691521968	0.0285691521968	0	0.124328135002	0.807354922058	0.0840642647885	0	0.0840642647885	0.0565835283664	0	0	0	0.0285691521968	0.0285691521968	0.0426443374085	0.111031312389	0	6.07873790918	0	0.0285691521968	4.99819550315	3.52732060788	0	5.87995076841	0.0143552929771	0.0285691521968	0	0	0	5.54473265593	5.67214243285	0.713695814843	0.0285691521968	0.0285691521968	0.0285691521968	4.91504279137	0	0.0285691521968	0.0143552929771	0	0.0285691521968	0	0.0426443374085	0	1.66448284036	1.40599235968	0	0.0285691521968	0.0426443374085	0.0285691521968	0.0565835283664	0	0	4.5993177937	0.0143552929771	0	0	0.0143552929771	0.0285691521968	3.124328135	0	5.11603199345	3.89724042557	3.85099939472	0	0	0	0	0	0	0	0	0	0.0143552929771	0	0	0.0143552929771	5.51222688651	0	0	0	0	0	0.18903382439	0.0426443374085
ABI1	5.0861893131	5.48542682717	2.44625622989	5.30924896082	5.30924896082	5.29241366783	5.59574233947	6.07339181605	5.31759350462	2.84398384405	3.70376517879	3.54473265593	5.78894666658	5.3812833725	5.25663329506	5.10768786931	5.15096578356	5.65391987312	5.17512534966	4.98185265329	3.69265037004	3.69041709553	5.42760617278	5.76341157447	4.6182386556	5.3746917521	5.01301553584	5.76048710181	4.66902676551	5.94040169797	5.62410089463	4.41413553298	3.5885647374	6.15198055116	5.04483123345	5.66590435495	5.05224198118	5.34198574723	5.15380533608	4.05398016819	5.83137058797	5.06220807756	5.74765593293	4.86245139133	6.12722055049	4.79025073884	4.34198574723	4.77399632511	6.74725311427	4.55642941545	5.79519549082	4.98139603197	4.7414669864	3.61588707392	4.21256933885	4.66732447028	6.34323013955	5.60169651648	3.50589092973	4.26303440583	4.37920505996	3.20163386117	3.04439411936	4.90881290774	4.28835856219	3.15218341906	4.05050169745	4.89820835251	4.78031009904	5.24260250593	4.70653055254	6.14486214292	4.79856900356	4.78188423454	4.74469931421	5.63110428237	5.47443604325	4.84046323387	5.09592442	5.43796008833	5.7238315665	4.68929916054	5.8127549098	4.74254523387	5.41717741191	4.12101540096	4.68257329735	6.03496398975	5.24412594328	4.60525726294	4.86591881455	5.3208456676500004	5.48864353985	3.88655014732	2.34198574723	4.78502736224	5.77584069853	4.54720302476	4.24336442569	5.67919857057	4.90977310414	5.68453824858	5.36632221425	4.70210340663	5.15744799627	4.55274593675	5.73795710621	5.55397480824	5.47605759568	4.20084957464	5.29314973674	5.52387555133	4.2288186905	6.8058083487	5.72055209161	4.96624587322	5.48188013962
ABL1	5.73606362787	6.34020617991	3.01970191444	4.79077203786	4.84247606299	4.07553263117	4.017921908	5.91384682426	4.69821847822	4.38543103719	4.3519109611	4.79233480571	5.01569380711	4.68032435684	5.70818723602	4.34553831007	5.16067821322	5.74926608381	5.05050169745	5.9107326619	4.18903382439	3.84197311893	6.14180061165	6.03386345187	4.64327899631	4.70708299177	4.41548827105	4.18110255075	3.56559717585	5.36317107712	5.62058641045	4.68706068834	3.55704241526	5.26416107129	6.48091134605	6.60139939053	4.68088692072	4.11186596387	4.16671544497	5.496973581	5.14241343787	4.9107326619	4.97131362407	5.21295836273	5.12142990895	3.45417589319	4.6987741089	4.88117515535	4.69153416492	3.76447355099	4.40599235968	4.73714591978	3.94485844581	3.04614178164	5.38577613827	4.28983446518	5.24184018356	5.03033607837	4.68088692072	3.09085343045	3.54349588343	2.7398481027	2.26303440583	4.8171115728	5.9319193901	4.96762975347	5.72137265948	4.60880924268	4.76181714251	5.13216552548	4.87872534148	5.12474169242	5.34127418369	6.07189135306	5.17632277264	4.84599177066	5.73308313185	5.77135740899	6.28466218548	5.40429006444	5.77531397525	4.25701061821	5.79415589788	3.70597790168	4.90207357931	3.42088657498	5.2445065514	5.10013667129	4.18189764311	5.8171115728	5.8160876586	5.44923120067	5.59454854955	2.71589337055	2.76977173925	4.264536431	4.61117238004	4.13996056955	4.59454854955	5.50016467949	4.8135246893	4.75595576955	4.91121220156	5.81557542886	3.89917563048	4.38059093427	4.90303827011	5.36702153323	3.90881290774	3.72465027173	5.86046625852	5.81224149519	4.47118746039	5.61235249875	5.98891186495	4.39506279952	6.74416109557
ABL2	1.49057013045	2.57531233069	1.31034012061	2.78240856493	2.45417589319	2.07382023329	2.31614574229	3.75488750216	2.35895882583	1.83592407425	1.94485844581	3.09085343045	2.68257329735	1.78659636189	2.50080205306	1.94110631095	4.2779847473	3.91552090075	2.40599235968	2.29865831556	1.36176835942	1.23266075679	2.23266075679	2.37016428054	1.464668267	1.71369581484	1.7398481027	1.40053792958	3.01077983875	2.98913900737	3.6182386556	2.23572705984	1.88752527074	2.43562859405	1.23878685959	4.9221978484	4.0950804919	1.8196681835	1.7355221773	3	3.35614381023	1.79077203786	2.35614381023	2.03562390973	2.40871186103	2.38681094647	2.60644222813	2.748461233	2.44360665148	1.69153416492	3.24640808725	3.56193705962	1.87578006307	1.2750070475	3.0478873294	2.44890095115	2.43829285158	3.21723071622	2.10097764772	0.773996325111	0.66902676551	1.49057013045	1.35049724708	2.33913738492	4.89578731646	2.82374936031	4.11769504267	2.58014548442	1.16992500144	2.94298359819	2.37573453858	3.75167794569	4.07895134139	3.90496571868	1.64154602909	2.35614381023	1.99276843077	1.58976348698	2.48284828307	3.64154602909	3.36176835942	3.00360223668	2.76341157447	2.89917563048	3.44493204894	0.69599381311	2.51853513898	4.31179371775	2.15055967658	2.95046841415	3.15218341906	2.17632277264	2.64385618977	1.49057013045	1.04963076772	2.03562390973	1.67807190511	2.75488750216	2.21723071622	3.47508488295	2.05658352837	3.06522762278	2.48026512205	1.15055967658	2.16349873228	3.64038956005	2.34198574723	4.0125686735	2.54349588343	1.83592407425	1.5210507369	1.79077203786	2.17632277264	2.42760617278	2.22342254993	4.21179097625	3.04089243065
ACKR3	4.5216789516	2.35895882583	3.16188768238	3.70708299177	3.464668267	0.555816155062	0.464668267003	5.26303440583	3.5210507369	0.992768430769	6.45598470923	6.09550251766	2.30451104181	4.5216789516	4.66277517194	2.52857131887	5.69627208393	5.13586316537	4.42492208821	5.72137265948	0.722466024471	2.31324585179	4.10852445678	3.83390207667	0.0703893278914	0.0285691521968	1.2750070475	3.46336088582	5.75755668894	5.72191944555	7.04341012816	4.19455988602	2.79701297784	5.6693102862	4.72792045456	1.84398384405	10.6194313523	0.863938450424	1.68706068834	7.37903173203	3.63110428237	0.378511623254	4.59633886421	5.68285416857	2.53106949273	3.9699332747	4.39780296186	3.14404636962	6.14608493862	3.83995958749	6.39557697655	3.59454854955	3.80426011563	4.95000174908	4.69655030108	3.89239102591	5.93357263826	6.15825622881	3.01970191444	1.29865831556	1.29865831556	3.2110121934900002	1.75702324651	4.01970191444	4.16349873228	3.91647664444	4.72355856147	5.94392132655	2.16671544497	2.10433665981	1.124328135	5.66020987335	4.63981097772	5.39574832818	3.06867081067	0.757023246507	6.20574438506	4.5891642367	5.6182386556	3.93073733756	4.89287670006	4.77294133783	3.5046203924	2.71808758396	4.67863534782	4.67185946825	1.72246602447	5.53884852074	3.47118746039	5.20906339535	5.08448952494	5.84423498776	4.76341157447	1.7048719644600001	1.55090066465	4.20945336563	5.2288186905	4.47767732757	3.51979348624	5.1055942758	2.82578562746	5.17512534966	6.62453960378	1.54101915313	4.53044535469	3.95977015521	5.36211916673	5.73633427698	2.60407132367	2.89141918685	6.93085558641	5.8527479648	3.45680614923	3.45811948117	6.10076744957	6.33967188139	4.02236781303
ACSL3	5.5966370341	5.44658708531	2.40053792958	4.8534967037	5.27314285931	4.62175885671	4.67016051413	6.21120692859	6.36929198168	4.15542543175	4.06177619759	4.83844759255	3.71808758396	4.63575439128	4.80992886572	5.05614996111	4.52230689287	5.85996954822	5.74092756032	5.10685079645	5.16952419715	3.63691458036	4.60880924268	5.51538446064	3.15055967658	3.41818994795	3.93545974781	4.07467668629	4.49313492231	5.68790052248	5.27649666564	6.33824611718	4.49952702422	5.27835652801	5.39266088071	5.88313201566	5.01167453338	3.84799690655	4.18348651446	5.95442898437	5.52042224853	3.32768736418	4.91790907385	4.11103131239	4.89965902638	3.55704241526	4.70984201927	5.02724253597	7.41252750737	4.5397791917	4.65363331139	5.04395687279	5.50207595605	4.18428029442	5.17871464118	6.38801728535	5.19416586853	6.12680770314	4.70818723602	2.82984955984	3.31179371775	4.89141918685	4.97544676564	4.44559429134	5.5131748846	4.80374366851	5.28132732966	5.61382629093	4.49888908698	4.61529857909	4.41886457739	5.51380653743	4.36317107712	4.95559179175	4.79233480571	4.48928602263	4.62993940944	4.75274859141	4.43162295971	5.81890167589	5.29902480738	5.4419481905	5.17911290068	4.22419466397	5.46434153276	4.87135084063	3.20476675065	6.3221084205	5.57167680997	4.77346892791	5.29241366783	5.36562255611	5.98868468677	5.25927248704	5.68762063208	4.95652136333	5.75728999238	4.29204549249	4.93875626149	5.61647532878	5.37712374913	5.26491169307	4.24412594328	4.37712374913	5.10097764772	6.03188036559	5.40360858354	4.86888427303	5.74443022999	5.66704055902	3.93922657773	4.00270252038	4.20789285164	4.51412226017	5.86418614465	4.91790907385	4.5484366247
ACSL6	0	2.06350294231	0.124328135002	3.25398926623	4.68088692072	0.475084882949	0.0565835283664	1.58976348698	2.88362081629	0.0285691521968	0.0565835283664	0.0565835283664	0.2750070475	1.17632277264	0.526068811668	0.555816155062	4.0241423459	4.18189764311	0.124328135002	0	0.731183241572	0.0565835283664	0.0703893278914	0.17632277264	0.13750352375	0.0840642647885	3.80735492206	1.344828497	0.0426443374085	0.20163386117	0.214124805353	1.24488705912	0.933572638261	2.28095631383	0.0840642647885	4.10685079645	0.111031312389	0.83995958749	3.54473265593	0.20163386117	1.55090066465	0.124328135002	2.39231742278	0.454175893186	0	0.0840642647885	0.0976107966264	0.389566811763	0.0285691521968	1.464668267	0.0285691521968	5.88679398998	1.63691458036	0.604071323669	0	1.77399632511	2.90303827011	0.20163386117	0.0426443374085	0.0143552929771	2.13422093976	2.49825086753	3.54349588343	2.57773093149	0.0143552929771	0.0976107966264	0.0426443374085	2.67355642399	2.30742852519	1.26303440583	0.475084882949	0.641546029088	0.773996325111	0.18903382439	3.25398926623	0.464668267003	0.0976107966264	0.286881147788	0.20163386117	3.3909427728	1.89530262133	0.226508529809	1.11103131239	3.16671544497	2.64385618977	0.495695162624	0.0143552929771	0.18903382439	0.454175893186	0.18903382439	0.6322682155	0.925999418556	0.963474123975	3.12763327973	2.07038932789	0.263034405834	0.411426245726	1.15055967658	0.0703893278914	3.9855004303	0.0285691521968	0.565597175854	0.356143810225	1.32768736418	0.250961573533	0.0703893278914	0.650764559117	0.903038270113	0.0976107966264	2.4620523188	0.124328135002	0.13750352375	1.16992500144	0.0840642647885	0.0703893278914	0.226508529809	0.17632277264
ACVR1	2.76341157447	3.57531233069	1.31614574229	3.56803210477	3.62760683813	1.94110631095	2.35049724708	4.26077843189	3.67468661993	3.94485844581	3.4502214959	3.47248777146	4.12598165385	4.5046203924	3.75595576955	3.54966917073	4.55028504909	6.4185273021	4.8135246893	3.3476656563	2.7591558338	2.344828497	4.02680005934	4.69265037004	2.76977173925	3.07382023329	2.516015147	3.76128527336	4.66505161429	5.14445431393	5.59514556799	2.98002530024	2.22342254993	4.5397791917	4.90881290774	6.75033852024	5.89796643165	2.93168305706	2.68032435684	3.40871186103	3.84096670449	1.56071495447	4.60584986719	3.43562859405	2.55581615506	3.56437816857	3.9221978484	3.7257411565	3.97085365434	4.29130885983	5.03518399662	3.70818723602	3.57410150809	3.11769504267	3.6264391367	4.47767732757	4.46270675067	5.87061131304	4.62585493137	2.58736499094	1.89141918685	3.61588707392	3.08065766335	4.39437694496	5.529196268	4.81813476081	5.70846316507	4.49825086753	4.78816365704	4.34837407519	4.46074256379	4.88752527074	4.44757919655	5.54627713209	3.50080205306	2.7949356628	4.43762724832	3.97085365434	5.29167722318	5.10726939359	4.75381844317	4.95698592461	4.11019617775	4.37781785308	2.99276843077	2.22032995488	4.36527259976	5.12928301694	3.44890095115	6.02746372341	4.73768676141	4.0152477737	4.10013667129	3.58014548442	3.61117238004	3.43429461796	3.95605665241	3.42894634477	4.00180224263	4.85099939472	3.9836776947	4.59335377098	4.75167794569	5.71094415458	4.8554914431	5.61500424164	4.79285535236	4.66732447028	5.71973105675	4.31106710226	4.80322703643	4.71808758396	3.26903314646	3.91552090075	4.23266075679	4.22573765347	4.78345665436
ACVR2A	1.04963076772	3.18110255075	1.04264433741	3.39506279952	2.7398481027	1.124328135	2.46727948046	4.23419472295	1.41683974191	2.04963076772	2.37016428054	2.20789285164	0.400537929584	2.76765479824	2.83592407425	1.31614574229	3.45943161864	3.37851162325	2.64154602909	1.15704371015	1.44890095115	1.55581615506	3.18269229752	3.70929063572	0.422233000683	0.411426245726	1.49057013045	2.07038932789	2.33628338786	2.85199883711	3.62760683813	0.782408564927	1.29865831556	2.23878685959	2.47248777146	4.04963076772	2.55336050334	2.11436702495	1.46988597627	3.25550073315	4.26528685757	1.15055967658	2.49057013045	1.67807190511	0.613531652918	1.22032995488	2.98002530024	3.6530600171	3.10768786931	2.53106949273	1.67355642399	3.40871186103	2.13750352375	1.62760683813	5.20593983247	2.45943161864	2.31903981556	3.89627184881	2.58255600301	0.17632277264	0.879705766282	1.64154602909	0.978195629682	2.85996954822	2.42223300068	1.83592407425	2.72027846523	2.87578006307	1.96716860753	4.48864353985	3.93640237773	2.28688114779	2.66220549965	3.14893410453	2.80735492206	1.95605665241	2.5631581304	2.44625622989	2.56803210477	2.70043971814	3.5631581304	3.19692173382	2.5993177937	2.93357263826	3.71479501112	1.67807190511	3.65191274465	2.41683974191	1.64154602909	2.48800077083	3.28688114779	3.1456774552	3.84799690655	2.16349873228	2.07724299893	1.84398384405	2.40326772234	1.99638874645	3.27947129564	3.4502214959	2.16027483141	2.6182386556	3.42357817098	1.85598969731	2.6182386556	3.3434078223	2.84197311893	2.90110824301	3.29719141657	2.266036894	2.35614381023	2.42223300068	4.3909427728	3.41006969176	3.1093605594	1.75702324651	2.97636363573
AFF1	2.04614178164	3.16671544497	2.01077983875	2.58014548442	2.33628338786	4.99638874645	5.36106648879	3.49825086753	3.20320115632	1.45943161864	1.49057013045	1.7782085764	5.62263756654	3.75060650484	2.7591558338	2.25398926623	3.55826763406	4.8160876586	3.67581593117	2.97452931248	1.61353165292	2.12763327973	2.44360665148	3.13257684267	2.95419631039	3.85299758761	4.58736499094	3.66789212523	3.78345665436	3.73660487531	4.10181813423	2.94860084749	2.24488705912	3.24944534109	3.48026512205	2.30451104181	3.65076455912	4.17232749166	4.27947129564	3.07553263117	4.17072627613	4.66562016407	2.972692654	2.43028527298	6.34216358329	3.28243980501	2.93168305706	3.25398926623	2.53106949273	3.55581615506	3.7398481027	5.29425313644	2.99457972422	2.17312743348	3.01970191444	3.77925972037	3.53480866123	4.23035674506	1.344828497	2.81762325751	2.82374936031	2.47767732757	2.28983446518	3.3840498068	3.03913839391	1.75702324651	3.06350294231	2.81557542886	2.72683121703	5.57652213792	4.68088692072	4.49952702422	3.79285535236	4.01970191444	2.36737106565	4.57773093149	2.98732086593	2.38681094647	4.07124781946	3.87184364851	2.40053792958	4.37364821133	2.68257329735	3.12763327973	4.05918219921	2.28983446518	4.26978123827	3.99457972422	2.77188557852	3.76977173925	3.49185309633	3.35049724708	3.44095219803	2.02502879449	1.6599245584	2.83995958749	3.85698568978	3.23419472295	4.11935617704	4.32120656697	5.31433399392	4.41953889151	3.51853513898	2.88166461932	3.57652213792	4.37920505996	4.96486066425	4.87135084063	3.71918344048	2.38681094647	2.16349873228	3.17312743348	3.04614178164	4.9836776947	6.65076455912	2.79077203786	3.47897180503
